"Oid";"ClasseOid";"DataNascita";"Sesso";"Cittadinanza";"PEI";"PDB";"Anno";"Classe";"Settore";"StatusFinale.x";"StatusFinale_prec";"Docenti";"DocentiRuolo";"Matematica_finale";"Italiano_finale";"Inglese_finale";"MediaFinale";"MediaFinaleClass";"MediaFinale_prec";"MediaFinaleClass_prec";"assenze21";"assenze41";"note_merito21";"note_merito41";"note_impegno21";"note_impegno41";"note_disciplinari21";"note_disciplinari41";"ritardi21";"ritardi41";"mate_media1";"mate_media2";"mate_media3";"mate_media4";"mate_media5";"mate_media6";"mate_media7";"mate_media8";"mate_media9";"mate_media10";"mate_media11";"mate_media12";"mate_media13";"mate_media14";"mate_media15";"mate_media16";"mate_media17";"mate_media18";"mate_media19";"mate_media20";"mate_media21";"mate_media22";"mate_media23";"mate_media24";"mate_media25";"mate_media26";"mate_media27";"mate_media28";"mate_media29";"mate_media30";"mate_media31";"mate_media32";"mate_media33";"mate_media34";"mate_media35";"mate_media36";"mate_media37";"mate_media38";"mate_media39";"mate_media40";"mate_media41";"Matematica_finale_prec";"Italiano_finale_prec";"Inglese_finale_prec";"no_mate_1";"no_mate_2";"no_mate_3";"no_mate_4";"no_mate_5";"no_mate_6";"no_mate_7";"no_mate_8";"no_mate_9";"no_mate_10";"no_mate_11";"no_mate_12";"no_mate_13";"no_mate_14";"no_mate_15";"no_mate_16";"no_mate_17";"no_mate_18";"no_mate_19";"no_mate_20";"no_mate_21";"no_mate_22";"no_mate_23";"no_mate_24";"no_mate_25";"no_mate_26";"no_mate_27";"no_mate_28";"no_mate_29";"no_mate_30";"no_mate_31";"no_mate_32";"no_mate_33";"no_mate_34";"no_mate_35";"no_mate_36";"no_mate_37";"no_mate_38";"no_mate_39";"no_mate_40";"no_mate_41";"mate_primo_quad";"varianza1718";"varianza41";"varianza21";"perc_doc_ruolo";"Cittadinanza_bin";"StatusFinale_bin_prec";"StatusFinale_bin";"rischio";"assenze_perc21";"assenze_perc41"
"6e6c14fe-4eed-4294-a1c4-1901f30b75fb";"20ac3d06-ec49-491e-95b0-a592075a1b6c";0;1;"ITALIA";0;0;4;"I4 A";"Liceo Internazionale per l'Intercultura";"P1";"P1";22;18;6;7;7;7,5;8;7,25;7;4;6;0;0;0;0;0;0;3;6;0;6;6;6;5,625;5,625;5,08333333333333;5,0625;5,0625;5,0625;5,25;5,25;5,25;5,08333333333333;5,25;5,25;5,25;5,25;5,25;5,25;5,15625;5,15625;5,13888888888889;5,13888888888889;5,375;5,25;5,25;5,22916666666667;5,22916666666667;5,28846153846154;5,23214285714286;5,23214285714286;5,23214285714286;5,23214285714286;5,23214285714286;5,15;5,15;5,203125;5,203125;5,203125;5,203125;6;7;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0,954166666666667;1,01848958333333;0,791666666666667;0,818181818181818;1;1;1;2;0,0380952380952381;0,0292682926829268
"6eef891f-a575-4b92-92a8-54ae18f3f5a3";"dfa41e7a-8981-4091-9ac7-392a704443ac";0;1;"ITALIA";0;0;2;"S2 B";"Liceo Scientifico Paritario";"P1";"P1";19;16;9;9;8;9;9;8,36363636363636;8;3;6;1;1;0;0;0;0;1;4;0;0;8,5;8,5;8,5;8,5;8,5;9;9;9;9;9;9;9;9;9;9;9;9;8,8;8,8;8,8;8,8;8,8;8,8;8,75;8,75;8,75;8,75;8,60714285714286;8,60714285714286;8,60714285714286;8,60714285714286;8,60714285714286;8,60714285714286;8,60714285714286;8,59375;8,69444444444444;8,69444444444444;8,69444444444444;8,69444444444444;8;8;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1,03819444444444;0,371527777777778;0,166666666666667;0,842105263157895;1;1;1;3;0,0285714285714286;0,0292682926829268
"6f085dc3-ad2d-44bb-9330-61a6e25229a3";"49405a36-2cf8-427a-87dc-92f9cf121301";0;1;"ITALIA";0;0;2;"S2 A";"Liceo Scientifico Paritario";"P1";"P1";18;15;9;9;8;8,90909090909091;9;8,5;8;4;9;0;0;0;0;0;0;0;0;0;0;10;10;10;10;10;10;10;10;10;10;9,625;9,625;9,625;9,625;9,625;9,625;9,625;9,625;9,625;9,625;9,625;9,7;9,7;9;9;9;9,07142857142857;9,07142857142857;9,07142857142857;8,9375;8,9375;8,9375;8,9375;8,72222222222222;8,72222222222222;8,8;8,8;8,8;8,8;10;8;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0,602564102564103;2,4;0,5625;0,833333333333333;1;1;1;3;0,0380952380952381;0,0439024390243902
"6f4fc55b-74ac-48cc-92c6-b47955d6c86b";"fb36b963-2c5b-453a-97fe-cac33b1b59b6";0;0;"ITALIA";0;0;3;"S3 A";"Liceo Scientifico Paritario";"P1";"P1";14;12;8;9;8;8,16666666666667;8;8,09090909090909;8;15;25;0;0;0;1;0;0;1;4;0;0;8,25;8,25;8,25;8,25;8,875;8,875;8,875;8,875;8,875;8,875;8,6875;8,6875;8,6875;8,6875;8,6875;8,6875;8,6875;8,6875;8,6875;8,15;8,15;8,15;8,15;7,83333333333333;7,83333333333333;7,83333333333333;7,83333333333333;7,83333333333333;7,92857142857143;7,92857142857143;7,92857142857143;7,92857142857143;7,92857142857143;7,92857142857143;8,03125;8,08333333333333;8,08333333333333;8,08333333333333;8,08333333333333;8;8;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2,79340277777778;1,421875;0,473958333333333;0,857142857142857;1;1;1;3;0,142857142857143;0,121951219512195
"6fa0b5f5-deb3-4d1f-a0a0-10c40a9392d3";"22fc17c0-015d-4da6-9b03-c101aa510287";-1;1;"ITALIA";0;1;3;"I3 A";"Liceo Internazionale per l'Intercultura";"P1";"P1";22;17;6;8;8;7,88888888888889;8;8,23076923076923;8;5;6;1;1;2;5;0;0;2;3;0;0;4;4;4;5,83333333333333;5,625;6;6;6;6;5,875;6,25;6,28125;6,25;6,375;6,375;6,375;6,375;6,375;6,34090909090909;6,52083333333333;6,52083333333333;6,52083333333333;6,63461538461539;6,63461538461539;6,63461538461539;6,63461538461539;6,63461538461539;6,55357142857143;6,55357142857143;6,55357142857143;6,55357142857143;6,55357142857143;6,55357142857143;6,55;6,55;6,546875;6,546875;6,546875;6,546875;8;8;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2,73345588235294;1,60182291666667;1,82291666666667;0,772727272727273;1;1;1;2;0,0476190476190476;0,0292682926829268
"6fef8e70-2373-4c88-9c1d-c9e2d90a9578";"4cd9773c-844d-454f-96eb-6c2d9c68ebf4";0;0;"ITALIA";0;0;5;"C5 A";"Liceo Classico Paritario";"P1";"P1";12;12;6;7;8;7,84615384615385;8;7,84615384615385;8;2;2;1;1;0;0;0;0;0;0;0;0;0;0;6,75;6,75;6,75;6,75;6,75;6,75;7,125;7,125;7,125;7,125;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;6,875;6,875;6,875;6,875;6,875;6,45;6,45;6,45;6,45;6,45;6,04166666666667;6,04166666666667;6,04166666666667;6,07142857142857;6,07142857142857;6,07142857142857;6,07142857142857;6,0625;6,0625;7;8;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1,61495535714286;1,42410714285714;0,145833333333333;1;1;1;1;2;0,019047619047619;0,00975609756097561
"7015c4b5-61c9-4a95-8055-054ecfaec291";"fa4d5f10-277e-432c-9af2-325543a668b3";0;1;"ITALIA";0;1;5;"SU5 A";"Liceo Scienze Umane Paritario";"P1";"P1";19;15;6;7;6;6,84615384615385;7;7,07692307692308;7;2;10;1;1;0;1;0;0;7;12;0;0;0;0;4,25;4,25;4,25;4,25;4,25;5,125;5,125;5,125;5,125;5,25;5,25;5,1875;5,1875;5,1875;5,1875;5,1875;5,1875;5,1875;4,75;4,75;4,75;4,75;4,75;4,75;5;5;5;5,14285714285714;5,14285714285714;5,14285714285714;5,14285714285714;5,14285714285714;5,14285714285714;5,14285714285714;5,25;5,25;5,25;6;7;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0,575;1,26785714285714;0,557291666666667;0,789473684210526;1;1;1;2;0,019047619047619;0,0487804878048781
"70184360-617b-414d-8645-b7aa0f41dca3";"9622be00-6b4b-48d2-bd78-34267c9c1e4f";-1;1;"ITALIA";0;0;2;"I2 B";"Liceo Internazionale per l'Intercultura";"P1";"P1";19;17;7;7;8;7,35714285714286;7;7,41666666666667;7;2;4;0;0;2;3;0;0;0;0;0;5;6;6;5,83333333333333;6,8125;6,95;6,95;6,95;6,95;6,5;6,5;6,625;6,625;6,625;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,25;6,31818181818182;6,31818181818182;6,125;6,125;6,125;6,125;6,26923076923077;6,21428571428571;6,21428571428571;6,21428571428571;6,21428571428571;6,21428571428571;6,3;6,3;6,21875;6,21875;6,21875;6,21875;6;7;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0,928768382352941;3,48229166666667;3,734375;0,894736842105263;1;1;1;2;0,019047619047619;0,0195121951219512
"7022ec6c-e160-4e05-86df-5fb21e78d823";"fb36b963-2c5b-453a-97fe-cac33b1b59b6";0;1;"ITALIA";0;0;3;"S3 A";"Liceo Scientifico Paritario";"P1";"P2";14;12;6;6;9;7,08333333333333;7;7,45454545454545;7;8;23;0;1;0;0;0;0;3;6;0;0;6,75;6,75;6,75;6,75;6;6;6;6;6;6;6;6;6,25;6,25;6,25;6,25;6,25;6,25;5,6875;5,6875;5,6875;5,6875;5,6875;5,4;5,4;5,4;5,4;5,4;5,45833333333333;5,45833333333333;5,45833333333333;5,45833333333333;5,45833333333333;5,45833333333333;5,46428571428571;5,59375;5,69444444444444;5,69444444444444;5,69444444444444;7;7;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0,7375;1,09027777777778;0,75;0,857142857142857;1;0;1;2;0,0761904761904762;0,11219512195122
"70528802-14bf-4b0e-a962-75b8df323453";"20ac3d06-ec49-491e-95b0-a592075a1b6c";0;1;"ITALIA";0;0;4;"I4 A";"Liceo Internazionale per l'Intercultura";"P1";"P1";22;18;10;9;9;9,64705882352941;10;9,1875;9;4;8;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;8,75;8,75;9,25;9,25;9,5;9,5;9,5;9,5;9,5;9,5;9,5;9,4375;9,4375;9,4375;9,45;9,45;9,375;9,375;9,375;9,375;9,375;9,375;9,375;9,46428571428571;9,46428571428571;9,46428571428571;9,46428571428571;9,46428571428571;9,46428571428571;9,46428571428571;9;9;8;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1,16266025641026;0,238095238095238;0,4375;0,818181818181818;1;1;1;3;0,0380952380952381;0,0390243902439024
"7082e1d4-aef4-45b7-9bc1-b16294c6c919";"12e8710f-de11-4655-afcd-f790d5a28145";0;0;"ITALIA";0;0;2;"I2 A";"Liceo Internazionale per l'Intercultura";"P1";"P1";19;17;5;7;8;7,13333333333333;7;6,53846153846154;7;2;4;3;3;5;5;0;0;0;0;0;6;5,75;5,75;5,16666666666667;5;5;4,95;4,95;4,95;4,91666666666667;5,14285714285714;5,3125;5,3125;5,3125;5,5;5,5;5,5;5,5;5,5;5,36363636363636;5,36363636363636;5,25;5,25;5,26923076923077;5,35714285714286;5,35714285714286;5,35714285714286;5,35714285714286;5,5;5,46875;5,46875;5,46875;5,46875;5,46875;5,44117647058824;5,44117647058824;5,44117647058824;5,30555555555556;5,30555555555556;5,30555555555556;5;6;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2,03676470588235;1,37908496732026;0,875;0,894736842105263;1;1;1;1;0,019047619047619;0,0195121951219512
"70c00abe-cc6f-4aa9-a96d-75918367b360";"2eebf665-6d63-4c74-925b-68389a7dcf6d";0;0;"ITALIA";0;0;5;"S5 A";"Liceo Scientifico Paritario";"P1";"P2";12;12;6;6;6;6,83333333333333;7;6,5;6;1;6;1;1;0;1;0;1;3;6;0;0;0;0;0;3,5;4,75;4,5;4,5;4,875;4,875;4,875;5;5;5;5,25;5,25;5,25;5,07142857142857;5,07142857142857;5,07142857142857;5,07142857142857;4,83333333333333;4,83333333333333;4,83333333333333;4,83333333333333;4,83333333333333;4,83333333333333;4,83333333333333;4,83333333333333;4,65;4,65;4,65;4,65;4,72727272727273;4,72727272727273;4,75;4,61538461538461;4,61538461538461;4,61538461538461;4,61538461538461;5;5;6;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3,28571428571429;2,13873626373626;1,55357142857143;1;1;0;1;2;0,00952380952380952;0,0292682926829268
"70dafbde-d6ef-4049-914b-192af7aac9cf";"8e680719-e6b8-4455-8627-596f73c41b87";0;0;"ITALIA";0;0;2;"I2 C";"Liceo Internazionale per l'Intercultura";"P1";"P1";19;17;8;7;9;8,6;9;8,15384615384615;8;5;6;1;1;1;2;0;0;2;2;0;6,875;6,875;6,875;6,58333333333333;6,875;6,875;6,75;6,75;7,03571428571429;6,78125;6,78125;6,825;6,825;6,825;6,52272727272727;6,52272727272727;6,52272727272727;6,52272727272727;6,60416666666667;6,46153846153846;6,46153846153846;6,48214285714286;6,48214285714286;6,68333333333333;6,703125;6,703125;6,703125;6,703125;6,703125;6,72058823529412;6,72058823529412;6,72058823529412;6,72058823529412;6,72058823529412;6,89473684210526;6,89473684210526;6,89473684210526;6,96428571428571;6,96428571428571;6,96428571428571;7;7;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1,89473684210526;2,25803571428571;1,94318181818182;0,894736842105263;1;1;1;3;0,0476190476190476;0,0292682926829268
"71db5007-1951-4975-8d63-95bcd7681d34";"934d9f66-cce7-4e03-8d3a-9be969847be3";0;0;"ITALIA";0;1;2;"SU2 A";"Liceo Scienze Umane Paritario";"P1";"P1";19;15;6;7;7;7,63636363636364;8;7,45454545454545;7;8;16;1;1;1;1;0;0;3;4;0;0;0;0;6,5;6,5;6,5;6,5;6,5;6,5;7,5;7,5;7,16666666666667;7,16666666666667;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,6;6,6;6,6;6,6;6,6;6,5;6,5;6,5;6,5;6,5;6,5;6,57142857142857;6,57142857142857;6,57142857142857;6,4375;6,4375;6,4375;6,4375;7;7;6;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1,87222222222222;0,959821428571429;1,58333333333333;0,789473684210526;1;1;1;2;0,0761904761904762;0,0780487804878049
"7258be8d-bcf0-4090-960b-080e719d19f3";"fa4d5f10-277e-432c-9af2-325543a668b3";0;1;"ITALIA";0;0;5;"SU5 A";"Liceo Scienze Umane Paritario";"P1";"P1";19;15;6;9;6;7,84615384615385;8;6,69230769230769;7;24;34;0;0;0;0;0;0;1;8;0;0;0;0;5,25;5,25;5,25;5,25;5,25;6,375;6,375;6,375;6,375;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,1875;6,1875;6,1875;6,1875;6,1875;6,1875;6,3;6,3;6,3;6,29166666666667;6,29166666666667;6,29166666666667;6,29166666666667;6,29166666666667;6,29166666666667;6,35714285714286;6,35714285714286;6,35714285714286;6,35714285714286;6;7;6;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1,78459821428571;1,26785714285714;1,6875;0,789473684210526;1;1;1;2;0,228571428571429;0,165853658536585
"7269e3b9-3664-4239-ada4-1a96cccb2282";"a3b34cfd-86ca-4e4a-b840-10f996ab4d6f";0;1;"ITALIA";0;0;4;"I4 B";"Liceo Internazionale per l'Intercultura";"P1";"P1";23;19;9;8;9;9,41176470588235;9;9,1875;9;5;10;1;1;0;0;0;0;0;3;0;0;0;0;9,25;9,25;9,25;9,375;9,375;9,375;9,375;9,58333333333333;9,58333333333333;9,625;9,625;9,6;9,6;9,6;9,6;9,6;9,6;9,6;9,6;9,6;9,6;9,58333333333333;9,58333333333333;9,5;9,5;9,5;9,5;9,5;9,5;9,5;9,5625;9,5625;9,5625;9,5625;9,5625;9,5625;9,5625;10;9;9;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0,272727272727273;0,120535714285714;0,08125;0,826086956521739;1;1;1;3;0,0476190476190476;0,0487804878048781
"72aa3691-580a-4c75-a729-64c0be049430";"8e680719-e6b8-4455-8627-596f73c41b87";1;0;"ITALIA";0;0;2;"I2 C";"Liceo Internazionale per l'Intercultura";"P1";"P1";19;17;4;6;8;6,8;7;6,38461538461539;6;8;10;0;0;4;7;1;2;2;5;0;5,875;5,875;5,875;5,16666666666667;4,95;4,95;4,95833333333333;4,95833333333333;4,95833333333333;4,53571428571429;4,21875;4,27777777777778;4,27777777777778;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,35;4,29545454545455;4,29545454545455;4,29166666666667;4,29166666666667;4,29166666666667;4,29166666666667;4,34615384615385;4,30357142857143;4,30357142857143;4,30357142857143;4,30357142857143;4,30357142857143;4,23333333333333;4,23333333333333;4,34375;4,26470588235294;4,26470588235294;4,26470588235294;5;6;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2,73421052631579;1,73141339869281;2,50277777777778;0,894736842105263;1;1;1;1;0,0761904761904762;0,0487804878048781
"734512a6-a471-43a1-afc7-6784350f2465";"a3b34cfd-86ca-4e4a-b840-10f996ab4d6f";-1;1;"ITALIA";0;0;4;"I4 B";"Liceo Internazionale per l'Intercultura";"P1";"P1";23;19;8;8;8;8,55555555555556;9;8,25;8;3;11;1;1;1;1;0;0;1;4;0;5;5;5;5;5;6;6;6;6,5;6,5;6,5;6,5;6,35;6,625;6,82142857142857;6,82142857142857;6,82142857142857;6,82142857142857;6,82142857142857;6,53125;6,58333333333333;6,725;6,725;6,725;6,83333333333333;6,83333333333333;7;7;7,14285714285714;7,16666666666667;7,16666666666667;7,140625;7,140625;7,140625;7,20588235294118;7,20588235294118;7,33333333333333;7,36842105263158;7,36842105263158;7,36842105263158;7;7;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1,04567307692308;1,80116959064327;1,55654761904762;0,826086956521739;1;1;1;3;0,0285714285714286;0,0536585365853659
"738153e7-ebfe-4277-b998-fc611a518bca";"8438d26a-fd14-4137-a021-6f31c2107c9d";0;1;"ITALIA";0;1;3;"SU3 A";"Liceo Scienze Umane Paritario";"P1";"P2";19;14;6;7;7;7,30769230769231;7;6,36363636363636;6;6;9;0;0;1;1;0;0;4;6;0;0;0;3;3;3;3;3;3,625;3,625;3,625;3,625;3,625;3,625;3,83333333333333;4;4;4;4;4;4;4;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,2;4,16666666666667;4,16666666666667;4,16666666666667;4,16666666666667;4,16666666666667;4,57142857142857;4,57142857142857;4,84375;4,97222222222222;4,97222222222222;4,97222222222222;4;6;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0,380681818181818;1,80381944444444;0,458333333333333;0,736842105263158;1;0;1;2;0,0571428571428571;0,0439024390243902
"7391388e-e775-4bc7-83a5-584be56aeb0e";"b9f4b572-d1ca-4d7e-8a4d-9869d28ebff8";0;1;"ITALIA";0;0;3;"S3 B";"Liceo Scientifico Paritario";"P1";"P1";14;12;10;9;8;9;9;8,18181818181818;8;1;4;1;1;1;2;0;0;0;2;0;0;0;6,5;6,5;6,5;8;8;8;8;8;8;7,5;7,5;7,5;7,875;7,875;7,875;7,875;7,875;7,875;8,1;8,1;8,1;8,1;8,41666666666667;8,41666666666667;8,41666666666667;8,41666666666667;8,41666666666667;8,41666666666667;8,64285714285714;8,64285714285714;8,64285714285714;8,64285714285714;8,64285714285714;8,64285714285714;8,8125;8,8125;8,8125;8,8125;9;8;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1,21527777777778;2,20982142857143;2,5625;0,857142857142857;1;1;1;3;0,00952380952380952;0,0195121951219512
"748091b0-7b8c-4318-9bce-783d09bea69b";"9a55704d-75b8-44b5-aee3-673bc09335c0";0;1;"ITALIA";0;1;4;"S4 A";"Liceo Scientifico Paritario";"P1";"P1";15;13;9;7;6;8,41666666666667;8;7,41666666666667;7;2;6;1;1;0;1;0;0;3;3;0;0;0;2;2;2;2;2;2;3;3;3;4,5;4,5;4,375;4,375;4,375;4,375;4,375;4,375;4,375;4,375;5,5;5,5;5,5;5,5;5,5;5,91666666666667;5,91666666666667;5,91666666666667;5,91666666666667;5,91666666666667;6,35714285714286;6,35714285714286;6,35714285714286;6,35714285714286;6,5;6,5;6,5;6,5;6,5;6;7;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5,24358974358974;7,92857142857143;5,22916666666667;0,866666666666667;1;1;1;3;0,019047619047619;0,0292682926829268
"7496dea7-232b-4611-a986-5ae48b97a4e7";"8e680719-e6b8-4455-8627-596f73c41b87";0;0;"ITALIA";0;0;2;"I2 C";"Liceo Internazionale per l'Intercultura";"P1";"P1";19;17;7;6;7;6,93333333333333;7;6,61538461538461;7;9;19;1;2;3;4;0;1;3;6;0;4;4;5,25;5,91666666666667;5,9375;5,9375;5,95;5,95;5,95;5,79166666666667;6,03571428571429;6,375;6,375;6,375;6,22222222222222;6,22222222222222;6,22222222222222;6,22222222222222;6,22222222222222;6,09090909090909;6,09090909090909;5,96153846153846;5,96153846153846;5,96153846153846;6,08928571428571;6,08928571428571;6,08928571428571;6,08928571428571;6,08928571428571;6,06666666666667;6,06666666666667;6,06666666666667;6,06666666666667;6,125;6,22058823529412;6,22058823529412;6,22058823529412;6,28947368421053;6,28947368421053;6,28947368421053;6;6;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2,26470588235294;2,72404970760234;2,14756944444444;0,894736842105263;1;1;1;2;0,0857142857142857;0,0926829268292683
"770c47a5-8b07-46bf-b2fc-181e19242d1e";"fa4d5f10-277e-432c-9af2-325543a668b3";0;0;"ITALIA";0;1;5;"SU5 A";"Liceo Scienze Umane Paritario";"P1";"P1";19;15;6;7;6;7,38461538461539;7;7,30769230769231;7;8;20;1;1;0;1;0;0;7;17;0;0;0;0;5,5;5,5;5,5;5,5;5,5;4,875;4,875;4,875;4,875;5,75;5,75;5,75;5,75;5,75;5,75;5,75;5,75;5,75;5,4375;5,4375;5,4375;5,4375;5,4375;5,4375;5,4375;5,3;5,3;5,08333333333333;5,08333333333333;5,08333333333333;5,08333333333333;5,08333333333333;5,08333333333333;5,08333333333333;5,5;5,5;5,5;6;7;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1,48611111111111;2,60416666666667;2,6875;0,789473684210526;1;1;1;2;0,0761904761904762;0,0975609756097561
"771704c4-ac21-497f-a58c-9b093b084513";"fb36b963-2c5b-453a-97fe-cac33b1b59b6";0;0;"ITALIA";0;0;3;"S3 A";"Liceo Scientifico Paritario";"P1";"P1";14;12;7;7;7;7,83333333333333;8;7,36363636363636;7;1;6;0;0;0;0;0;0;0;1;0;0;5,25;5,25;5,25;5,25;7;7;7;7;7;7;6,83333333333333;6,83333333333333;6,75;6,75;6,75;6,75;6,75;6,75;7;7;7;7;7;6,5;6,5;6,5;6,5;6,5;6,60714285714286;6,60714285714286;6,60714285714286;6,60714285714286;6,60714285714286;6,60714285714286;6,75;6,75;6,77777777777778;6,77777777777778;6,77777777777778;6;8;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1,67361111111111;2,10069444444444;2,125;0,857142857142857;1;1;1;2;0,00952380952380952;0,0292682926829268
"773768e8-123b-4bd4-ae85-8f06fdbd520d";"22fc17c0-015d-4da6-9b03-c101aa510287";0;1;"ITALIA";0;1;3;"I3 A";"Liceo Internazionale per l'Intercultura";"P1";"P1";22;17;6;8;9;7,94444444444444;8;8,07692307692308;8;8;17;2;2;2;3;0;0;3;8;0;0;4;4;5,5;4,66666666666667;4,5;4,6;4,6;4,6;4,6;4,66666666666667;4,66666666666667;5,25;5,11111111111111;5,3;5,3;5,3;5,3;5,3;5,31818181818182;5,31818181818182;5,45833333333333;5,45833333333333;5,5;5,5;5,5;5,5;5,5;5,46428571428571;5,46428571428571;5,46428571428571;5,46428571428571;5,46428571428571;5,46428571428571;5,5;5,5;5,53125;5,55882352941176;5,55882352941176;5,55882352941176;7;7;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5,06140350877193;1,74632352941176;2,67777777777778;0,772727272727273;1;1;1;2;0,0761904761904762;0,0829268292682927
