"Oid";"ClasseOid";"DataNascita";"Sesso";"Cittadinanza";"PEI";"PDB";"Anno";"Sezione";"Classe";"Settore";"Area";"StatusFinale";"MedieCSC";"ScuolaMediaProvenienza";"ConsiglioOrientativo";"BocciatoMedie";"ValutazioneEsameMedie";"ValutazioneEsameMaturita"
"0165e68e-40b2-44cc-9c5c-104058e6b230";"22fc17c0-015d-4da6-9b03-c101aa510287";"2002-03-29";"1";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"01b177b8-12d8-4693-b396-36c296f47115";"dd2f0e00-d414-4061-b2e3-2b4ef55f0994";"2002-05-22";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"01b177b8-12d8-4693-b396-36c296f47115";"fb36b963-2c5b-453a-97fe-cac33b1b59b6";"2002-05-22";"0";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"01db5ad9-826f-4cc3-8e37-9d49148cfcc3";"4a218ad9-9d33-4dc3-8d78-05d167981285";"2003-07-20";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Classico Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"01db5ad9-826f-4cc3-8e37-9d49148cfcc3";"2e2f3f80-7cc3-4e22-8406-cbf7ebd14b31";"2003-07-20";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Classico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"02ae1ca0-ba23-4ec9-9923-7edb1730c730";"b177caa6-0fa7-4e1c-9e8f-d0e66ddbe472";"1999-12-26";"0";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"03ea789f-9366-4380-83f4-cbef8df65d96";"3bb91654-06ee-481d-8b7a-d6e3f3d0d4d5";"2001-05-16";"1";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Classico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"03ea789f-9366-4380-83f4-cbef8df65d96";"56f95698-c3ec-41f4-9376-9b0923a0d18a";"2001-05-16";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Classico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"04186231-532d-4cca-9812-9ba9343de439";"0cf8ebdd-4a64-467f-a80e-6f5594b90988";"2003-03-13";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"B1";"0";"";"";"0";"0";"0"
"046fd6b2-4bd8-4a8b-9b10-c9a2700debbb";"a2e1e80e-e71b-4c18-8393-52026239286d";"2003-05-21";"1";"ITALIA";"0";"0";"1";"C";"1 C";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"046fd6b2-4bd8-4a8b-9b10-c9a2700debbb";"49405a36-2cf8-427a-87dc-92f9cf121301";"2003-05-21";"1";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Scientifico Paritario";"2018-2019";"P2";"0";"";"";"0";"0";"0"
"04812655-34a0-4dc7-a37b-9149b1a06dd7";"1bdbfdcb-7d00-45c2-b38c-6419f302aa62";"2001-02-23";"0";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"04c635e0-19ed-4f70-a83a-221410e5bb4a";"db1df1a2-b0e3-4a6b-966a-f765ae0d7015";"2002-11-08";"0";"ITALIA";"0";"0";"1";"A";"1 A";"International Baccalaureate Diploma";"2018-2019";"P1";"0";"Collegio San Carlo";"";"0";"0";"0"
"04c635e0-19ed-4f70-a83a-221410e5bb4a";"15d90f60-ab82-4d22-8a28-6a7b3c0ca57a";"2002-11-08";"0";"ITALIA";"0";"0";"2";"C";"2 C";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"04ca361f-03bf-4c68-8712-767fc1bfc6e7";"962692b7-279e-41c6-86b7-beaa72e834f6";"2003-11-28";"1";"ITALIA";"1";"0";"1";"A";"1 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"054ff562-bc71-4e24-b729-3671a87d8810";"3a3e8967-5f47-4ee5-b8e4-32ea2d62a888";"2001-07-15";"0";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Scienze Umane Paritario";"2017-2018";"RT";"0";"";"";"0";"0";"0"
"06144e7c-235a-40e0-9e8b-4713c1442346";"147b362f-a7d1-4ec4-90c7-8065b5d3cd1d";"2002-06-12";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"06144e7c-235a-40e0-9e8b-4713c1442346";"22fc17c0-015d-4da6-9b03-c101aa510287";"2002-06-12";"0";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"0634d7e7-68d4-474d-ade7-8becdf816c67";"0b78ed65-f31d-4beb-b246-96f7928b395b";"2001-02-22";"1";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0634d7e7-68d4-474d-ade7-8becdf816c67";"b0c2c6be-fa9f-4326-9774-98779897336e";"2001-02-22";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"06382363-4292-4607-9957-184da28ec961";"3c25a072-5ade-4eb0-83a4-6a4671f09892";"2000-08-21";"1";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Scientifico Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"06382363-4292-4607-9957-184da28ec961";"9a55704d-75b8-44b5-aee3-673bc09335c0";"2000-08-21";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"066b6a48-91ba-48f3-8b52-17ec63314b98";"3f9e081d-7efe-40dc-b14b-b928e485e234";"2004-03-18";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"0677b41c-a2d9-437b-b26e-af011f75ee69";"11b6d6c4-f7ed-4a08-8120-a38eae3a8568";"2000-08-26";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scientifico Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"0677b41c-a2d9-437b-b26e-af011f75ee69";"2eebf665-6d63-4c74-925b-68389a7dcf6d";"2000-08-26";"0";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"67"
"06f4b738-ae38-458d-9791-4e63e0738508";"6831041f-6fbe-4098-a48c-8df76e166f3c";"2002-07-23";"0";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Scientifico Paritario";"2017-2018";"B1";"0";"";"";"0";"0";"0"
"071642c3-e719-448a-a909-fdd605944f39";"3f9e081d-7efe-40dc-b14b-b928e485e234";"2004-04-25";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scientifico Paritario";"2018-2019";"P2";"1";"Collegio San Carlo";"";"0";"0";"0"
"0753e864-33f8-44c4-a8da-919e8809f2a0";"5d980c72-ede9-4a23-bf67-a71fec550053";"2003-09-23";"0";"ITALIA";"0";"1";"1";"A";"1 A";"Liceo Scientifico Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"0753e864-33f8-44c4-a8da-919e8809f2a0";"934d9f66-cce7-4e03-8d3a-9be969847be3";"2003-09-23";"0";"ITALIA";"0";"1";"2";"A";"2 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"07a90797-7143-4714-a9fa-aeeb59708b92";"567c745c-cd64-4977-b762-535c83f30e9b";"2001-11-09";"0";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"07a90797-7143-4714-a9fa-aeeb59708b92";"a3b34cfd-86ca-4e4a-b840-10f996ab4d6f";"2001-11-09";"0";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"0842fcba-d0cb-48ae-a779-35bc37ba0dc1";"82851afe-669b-4a7f-81d9-243185960f3f";"2001-10-24";"1";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0842fcba-d0cb-48ae-a779-35bc37ba0dc1";"20ac3d06-ec49-491e-95b0-a592075a1b6c";"2001-10-24";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"08ac8262-617c-4658-8b50-4c4e60402725";"0cf8ebdd-4a64-467f-a80e-6f5594b90988";"2003-06-19";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"08ac8262-617c-4658-8b50-4c4e60402725";"12e8710f-de11-4655-afcd-f790d5a28145";"2003-06-19";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"08e6ee7a-3671-42dc-a0a3-666e22148c1f";"b9e0c0f2-7a97-43d3-a54b-bcd9de1f8524";"2004-10-13";"1";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"09968ba4-58b3-4c94-b997-08dcb57b98bd";"02777bf5-ca0e-4369-8aaf-13984cb4e4af";"2001-06-25";"0";"ITALIA";"0";"1";"2";"A";"2 A";"Liceo Scienze Umane Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"09968ba4-58b3-4c94-b997-08dcb57b98bd";"8438d26a-fd14-4137-a021-6f31c2107c9d";"2001-06-25";"0";"ITALIA";"0";"1";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2018-2019";"P2";"0";"";"";"0";"0";"0"
"09d4ac35-c83e-40e4-b295-c5c1ac4996dd";"3e17ffbd-1ffe-44e7-b333-1630a962ea42";"1999-06-27";"0";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Classico Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"09d4ac35-c83e-40e4-b295-c5c1ac4996dd";"c01eeeaf-0ef3-44c1-8aa4-2fbb7311d9db";"1999-06-27";"0";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Classico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"68"
"0a7cbce1-44d6-4f83-a8ab-43d34dca4c7b";"3f9e081d-7efe-40dc-b14b-b928e485e234";"2005-03-12";"0";"ITALIA";"0";"1";"1";"A";"1 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"0ab6dfb0-5e7f-4d03-b921-8583f17b6bf9";"c820a9c0-4049-458c-9b6f-820beebb8b3e";"1999-06-24";"0";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0ab6dfb0-5e7f-4d03-b921-8583f17b6bf9";"278af4eb-65a2-41f6-b15a-42291d9da540";"1999-06-24";"0";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"70"
"0b15aea5-95ac-4e1f-8904-7bc11f2a9cc3";"1bdbfdcb-7d00-45c2-b38c-6419f302aa62";"2000-05-18";"1";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0b381da2-7889-412e-bcd4-cc5a83e6b9c4";"1bdbfdcb-7d00-45c2-b38c-6419f302aa62";"2000-07-31";"0";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0c4bd152-fb59-4e01-9b47-49b42a44719d";"631308fa-cc55-47b6-85ee-be72698f1121";"2005-01-13";"1";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Classico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"0c9146f0-6be3-480f-8ca3-8de065bc2c4c";"927539d4-142d-43eb-9913-4096cd25b19b";"2000-08-03";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0cd49bdb-7bd8-4f69-8089-66b7084967a5";"293e84dc-0121-4543-a327-e81524e03785";"2005-03-10";"0";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"0d006452-65ff-4bc1-aa3a-754ecdfe57ae";"f8cdc0dc-2f93-4dfc-85b8-87f5fcd27480";"1999-11-02";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0d006452-65ff-4bc1-aa3a-754ecdfe57ae";"fa4d5f10-277e-432c-9af2-325543a668b3";"1999-11-02";"0";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"76"
"0d00ef56-42b6-44f1-8842-bfac6b936384";"5d980c72-ede9-4a23-bf67-a71fec550053";"2003-01-26";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scientifico Paritario";"2017-2018";"B2";"0";"";"";"0";"0";"0"
"0d00ef56-42b6-44f1-8842-bfac6b936384";"3f9e081d-7efe-40dc-b14b-b928e485e234";"2003-01-26";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scientifico Paritario";"2018-2019";"T";"0";"Collegio San Carlo";"";"0";"0";"0"
"0daf6aa1-867e-4eb0-b364-ab692b8756fe";"b9e0c0f2-7a97-43d3-a54b-bcd9de1f8524";"2004-09-22";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"0def02ba-e61b-4e65-9fd3-04fe41b606d7";"11b6d6c4-f7ed-4a08-8120-a38eae3a8568";"2000-07-13";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scientifico Paritario";"2017-2018";"T";"0";"";"";"0";"0";"0"
"0e1496c1-fde6-4679-a5bd-d0cc91518f1f";"f7e2cc21-34c6-4193-9137-c81e72393098";"1999-02-20";"0";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0e5bf987-48c0-4af2-b279-c0e15679df99";"c820a9c0-4049-458c-9b6f-820beebb8b3e";"1999-05-04";"0";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0ee88382-c461-4253-afd5-018cdf6d5cf8";"f8cdc0dc-2f93-4dfc-85b8-87f5fcd27480";"2000-06-30";"1";"ITALIA";"0";"1";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0ee88382-c461-4253-afd5-018cdf6d5cf8";"fa4d5f10-277e-432c-9af2-325543a668b3";"2000-06-30";"1";"ITALIA";"0";"1";"5";"A";"5 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"68"
"0ee9a9fe-e0b9-431d-a2f9-2c22a282c4bd";"8c9ad465-9aa5-4b90-96ac-d9d559470d6f";"2003-02-06";"1";"ITALIA";"0";"0";"2";"D";"2 D";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0ee9a9fe-e0b9-431d-a2f9-2c22a282c4bd";"611b1046-0e5e-4c75-909f-c02c0e3d874b";"2003-02-06";"1";"ITALIA";"0";"0";"3";"D";"3 D";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"0f2c963e-4be6-416d-bbaa-53a18279e8f3";"02777bf5-ca0e-4369-8aaf-13984cb4e4af";"2002-07-13";"0";"ITALIA";"0";"1";"2";"A";"2 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"0f2c963e-4be6-416d-bbaa-53a18279e8f3";"8438d26a-fd14-4137-a021-6f31c2107c9d";"2002-07-13";"0";"ITALIA";"0";"1";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2018-2019";"P2";"0";"";"";"0";"0";"0"
"0f485f2d-0e12-43e3-8d0b-4005397c75df";"5d6ba531-3ff2-4afa-ba66-c0649f65843a";"2000-01-18";"1";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"103a12b8-68a4-4f88-8c5b-2a07637b5b21";"0b78ed65-f31d-4beb-b246-96f7928b395b";"2001-02-05";"1";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"103a12b8-68a4-4f88-8c5b-2a07637b5b21";"b0c2c6be-fa9f-4326-9774-98779897336e";"2001-02-05";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"104b6e4e-bf5d-40fd-b7f2-4bfdb68eed48";"0cf8ebdd-4a64-467f-a80e-6f5594b90988";"2003-10-27";"1";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"104b6e4e-bf5d-40fd-b7f2-4bfdb68eed48";"12e8710f-de11-4655-afcd-f790d5a28145";"2003-10-27";"1";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"106b3e8d-01b2-40e2-8633-68fe4b27bbfa";"e9800bfa-8ca3-4d56-98c5-a9963f9e6277";"1999-11-10";"1";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"109cf5b5-0950-4686-ad3c-d77ae1511cb9";"567c745c-cd64-4977-b762-535c83f30e9b";"2001-06-26";"1";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"109cf5b5-0950-4686-ad3c-d77ae1511cb9";"a3b34cfd-86ca-4e4a-b840-10f996ab4d6f";"2001-06-26";"1";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"10adac5c-403f-4d72-944e-fb9e2a7523f3";"1bdbfdcb-7d00-45c2-b38c-6419f302aa62";"2000-12-02";"1";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"10dc75d0-69f2-429d-8f50-37aa18f65063";"71f5852b-4309-480d-a19e-ea4abb30c878";"2000-04-19";"0";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"10dc75d0-69f2-429d-8f50-37aa18f65063";"941f1d82-145a-4fe6-971b-799fcf029a97";"2000-04-19";"0";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"76"
"114c4adf-6375-4900-a2ee-028bee5291b5";"e9490a06-6620-4b23-ade4-915ac68b4c8c";"2002-06-11";"0";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"114c4adf-6375-4900-a2ee-028bee5291b5";"3bf3b42c-a5c8-43bc-8656-4837e2a22c62";"2002-06-11";"0";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"1231911e-78f9-43ba-9fe7-d41d726991f9";"b948c8fb-6abf-4be8-9fde-7c9dabf5241f";"2002-03-04";"0";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"1231911e-78f9-43ba-9fe7-d41d726991f9";"9a55704d-75b8-44b5-aee3-673bc09335c0";"2002-03-04";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"12379df4-d949-4cef-bd6c-bf30335b156d";"8c9ad465-9aa5-4b90-96ac-d9d559470d6f";"2002-12-15";"0";"ITALIA";"0";"1";"2";"D";"2 D";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"12379df4-d949-4cef-bd6c-bf30335b156d";"611b1046-0e5e-4c75-909f-c02c0e3d874b";"2002-12-15";"0";"ITALIA";"0";"1";"3";"D";"3 D";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"1240c5aa-b784-4c02-b2f0-5bd29c4bd4d8";"631308fa-cc55-47b6-85ee-be72698f1121";"2004-09-16";"1";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Classico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"1240de95-f042-4eb2-b5a2-a7adaf32a73f";"de961173-ef46-4715-9540-624cf94f0cf4";"2000-06-19";"0";"DANIMARCA";"0";"0";"1";"A";"1 A";"International Baccalaureate Diploma";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"1240de95-f042-4eb2-b5a2-a7adaf32a73f";"910cc2bd-e3bf-41af-a2c1-9ae11b841800";"2000-06-19";"0";"DANIMARCA";"0";"0";"2";"A";"2 A";"International Baccalaureate Diploma";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"1335fb6c-9a23-4eba-89e2-77326231ad16";"15d90f60-ab82-4d22-8a28-6a7b3c0ca57a";"2002-05-17";"1";"ITALIA";"0";"0";"2";"C";"2 C";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"1335fb6c-9a23-4eba-89e2-77326231ad16";"37a391f1-4ad3-4367-9c6b-e8ea7ef1319f";"2002-05-17";"1";"ITALIA";"0";"0";"3";"C";"3 C";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"14b7f228-11e1-423c-b5ff-8b9105daa645";"db1df1a2-b0e3-4a6b-966a-f765ae0d7015";"2002-11-20";"1";"ITALIA";"0";"0";"1";"A";"1 A";"International Baccalaureate Diploma";"2018-2019";"P1";"0";"Collegio San Carlo";"";"0";"0";"0"
"14b7f228-11e1-423c-b5ff-8b9105daa645";"8c9ad465-9aa5-4b90-96ac-d9d559470d6f";"2002-11-20";"1";"ITALIA";"0";"0";"2";"D";"2 D";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"14cf84b0-bd80-4fb1-a5f5-03349473e242";"3f9e081d-7efe-40dc-b14b-b928e485e234";"2004-04-16";"0";"ITALIA";"0";"1";"1";"A";"1 A";"Liceo Scientifico Paritario";"2018-2019";"P2";"0";"";"";"0";"0";"0"
"151fdd03-588e-44e7-b09d-d7653c210585";"b177caa6-0fa7-4e1c-9e8f-d0e66ddbe472";"1999-03-25";"1";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"153ef544-acc2-488d-a697-4f32246bf5d5";"0b78ed65-f31d-4beb-b246-96f7928b395b";"2002-03-18";"0";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"153ef544-acc2-488d-a697-4f32246bf5d5";"b0c2c6be-fa9f-4326-9774-98779897336e";"2002-03-18";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
