"","school_ID","stud_ID","grade","gender","immig","video_games","internet_quality","internet_availability","SCHRISK","BULLIED","BELONG","COOPAGR","TEACHSUP","FAMSUP","PERSEVAGR","ASSERAGR","EMPATAGR","EMOCOAGR","STRESAGR","CURIOAGR","math_time","study_time","MISCED","FISCED","HISCED","ESCS","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","mate","mate9","mate3"
"3889","38000117","38005595",10,0,0,3,-0.4954,6,0.4017,-0.1325,0.5337,0.4715,-0.3322,-0.2072,0.3809,0.0367,-0.427,0.0231,0.4516,0.7657,1,4,5,3,5,0.3826,574.438,595.891,586.677,604.662,529.553,601.142,591.583,565.559,546.845,604.174,580.0524,"4","medium"
"3890","38000133","38005596",10,1,NA,1,-0.8019,6,-0.4624,-0.267,1.4693,-0.3949,-1.7015,0.1157,0.0698,-0.0741,0.517,-0.0272,0.1122,0.1645,1,1,8,8,8,1.4607,500.086,532.633,549.188,511.382,499.385,560.194,508.414,507.236,507.417,549.781,522.5716,"3","medium"
"3891","38000305","38005597",10,0,0,5,-0.3237,6,-0.4624,-1.228,0.1999,-0.385,1.5558,0.1515,0.8851,0.2306,-0.7336,0.9678,0.035,0.9409,1,1,3,3,3,-1.9958,537.566,529.581,568.304,517.061,554.54,535.05,554.216,539.823,567.945,518.507,542.2593,"3","medium"
"3892","38000150","38005598",10,0,0,3,-0.2463,6,0.8125,-1.228,1.4938,0.4438,-0.8059,0.4846,-0.4258,0.4399,-0.2444,0.7731,-0.0052,-0.5675,4,5,8,9,9,0.9476,651.73,680.727,684.929,640.341,651.801,672.467,650.585,637.32,697.192,631.253,659.8345,"5","high"
"3893","38000003","38005599",10,0,0,5,-1.4266,6,1.4434,-1.228,0.3519,-0.7816,-0.1002,-1.5713,-1.013,-0.1033,-0.9034,0.0102,0.037,-0.5037,1,1,8,4,8,0.1211,370.83,339.178,375.646,385.954,408.674,391.195,372.261,334.32,349.432,324.697,365.2187,"1a","low"
"3894","38000019","38005602",10,0,0,4,0.1434,6,-0.4624,-1.228,1.0846,0.5341,0.8211,0.3284,0.5576,-1.1063,0.2041,-0.3704,0.8354,-0.6208,1,2,8,5,8,0.7394,471.418,479.216,503.737,514.081,509.692,487.27,462.923,486.152,449.645,517.312,488.1446,"3","medium"
"3895","38000347","38005603",10,1,0,1,0.1515,6,-0.4624,-1.228,-0.3739,0.1706,-1.3627,-0.6365,0.0273,-0.5403,0.2993,0.3914,-0.2468,-0.3511,5,6,9,9,9,0.6188,472.033,436.049,465.12,446.044,482.154,438.845,462.529,470.868,457.068,448.076,457.8786,"2","low"
"3896","38000052","38005605",10,1,0,2,0.9323,6,-0.4624,-1.228,-0.5906,4.1058,-0.1002,0.9757,0.6551,-0.038,0.08,-0.173,-0.1942,0.5606,1,3,10,10,10,1.2818,437.669,477.328,456.681,399.92,433.63,448.688,440.842,463.356,486.52,453.954,449.8588,"2","low"
"3897","38000017","38005606",10,1,0,1,-0.4838,6,-0.4624,-0.267,-0.2482,2.1885,-0.3322,-0.2761,-0.2466,-0.0189,0.3926,1.5343,0.1824,0.9858,2,5,7,3,7,-0.352,443.331,445.172,433.359,433.389,462.305,496.309,466.621,469.016,461.922,474.596,458.602,"2","low"
"3898","38000125","38005607",10,1,0,5,-1.0009,6,-0.4624,-1.228,-0.2482,-0.6924,-1.7015,NA,0.1338,-0.0083,0.2204,-0.5366,-1.5016,-0.4638,2,5,9,9,9,0.9959,561.7,488.004,500.534,516.324,501.145,488.518,458.441,483.373,511.41,490.634,500.0083,"3","medium"
"3899","38000114","38005612",10,1,0,NA,-2.8028,NA,0.4017,-1.228,0.4163,2.2312,1.5558,NA,0.5126,-0.0065,4.4729,0.2398,0.1412,-0.0473,3,4,5,7,7,-0.3156,406.748,470.366,372.508,427.418,386.904,382.561,396.318,401.934,401.728,401.531,404.8016,"1a","low"
"3900","38000258","38005613",10,0,0,4,-0.5813,6,-0.4624,1.2679,-0.1983,-0.8272,1.5558,0.0864,-0.8664,-0.7267,-0.2659,-1.1498,-0.1408,-0.0627,1,4,5,5,5,-0.3556,441.931,465.076,461.427,424.219,454.709,437.077,454.881,446.327,439.376,468.44,449.3463,"2","low"
"3901","38000216","38005614",10,1,0,2,0.915,5,0.4017,0.5504,0.6428,-0.3617,-0.8059,-0.8906,-1.4427,-0.0215,-1.4589,-0.4715,0.6012,-1.0432,1,6,9,7,9,0.4548,352.775,393.414,390.953,418.124,403.488,359.994,279.797,387.246,306.312,307.987,360.009,"1a","low"
"3902","38000086","38005616",10,1,0,5,-0.8157,6,-0.4624,-1.228,-0.338,-0.6061,-0.5635,0.9513,0.2658,-0.2593,0.1733,-0.6811,0.1854,-0.7826,3,5,7,10,10,1.2976,631.238,592.38,607.048,609.09,640.548,590.254,599.201,627.897,585.08,586.863,606.9599,"4","medium"
"3903","38000166","38005617",10,0,0,3,0.9862,6,-0.4624,-1.228,0.9614,1.091,-0.5635,1.6986,0.1884,0.2068,-0.0923,0.3141,-0.2385,-0.2374,3,5,10,7,10,1.4087,599.269,627.781,630.727,620.671,593.069,589.907,657.54,665.823,627.122,628.112,624.0021,"5","high"
"3904","38000018","38005618",9,0,0,2,-0.1457,6,0.8125,0.4376,0.1999,-0.8193,-1.7015,-0.8964,-0.6951,-0.0561,0.4736,-1.7746,0.2082,-0.7735,1,1,9,6,9,0.2935,376.235,393.529,380.303,403.023,405.407,402.912,432.424,445.969,420.491,447.843,410.8136,"1a","low"
"3905","38000298","38005619",10,0,0,4,-0.8752,6,-0.4624,-1.228,0.7356,2.2126,-0.1002,0.5896,-0.4975,0.7356,0.8415,-0.4216,-0.2335,1.4328,2,4,3,9,9,1.3031,447.119,484.598,401.737,445.907,450.076,420.483,444.24,455.775,422.128,418.46,439.0523,"2","low"
"3906","38000081","38005620",10,0,0,6,1.0595,4,-0.4624,-0.1325,-0.1361,0.5365,-1.0693,-1.8449,0.3046,0.4537,-0.9439,-0.04,0.4294,0.4934,1,1,5,2,5,-1.2039,420.464,428.906,413.231,405.72,466.205,402.945,396.024,416.065,408.989,463.679,422.2228,"2","low"
"3907","38000018","38005623",10,0,0,2,0.5297,6,-0.4624,-0.3264,0.3249,-0.852,-1.0693,0.0029,-0.3225,0.3627,-0.2365,0.3002,-0.4379,-0.9492,1,1,8,7,8,0.4032,474.221,467.422,435.212,419.68,439.555,477.045,433.165,416.147,486.285,420.765,446.9497,"2","low"
"3908","38000266","38005624",10,1,0,3,-0.5268,6,-0.4624,-1.228,0.7639,-0.5727,-0.5635,1.6565,0.5863,0.0456,0.1411,-2.2071,-0.1443,1.1293,3,3,7,6,7,0.2227,399.434,371.126,384.487,375.606,352.172,364.008,357.956,355.085,344.19,408.867,371.2931,"1a","low"
"3909","38000321","38005625",10,0,0,3,0.3623,5,-0.4624,-1.228,0.6428,2.114,1.5558,1.8194,1.1062,-0.7478,-0.1267,0.7327,1.1674,3.821,3,3,7,7,7,-0.2094,473.209,441.367,489.011,466.825,501.038,470.845,485.711,486.71,491.22,475.366,478.1302,"2","low"
"3910","38000100","38005626",9,0,0,NA,NA,NA,3.0521,1.1689,-0.9422,2.2274,1.5558,NA,2.7314,-0.0773,3.5943,-0.5801,-0.5087,2.8451,1,1,5,7,7,-0.2553,455.032,501.568,466.171,446.882,490.483,469.899,523.995,506.071,441.098,476.235,477.7434,"2","low"
"3911","38000226","38005627",9,0,0,5,-0.3451,6,-0.4624,-0.3264,-0.2482,0.0609,1.5558,-0.9241,-1.3766,-0.6792,-0.3314,0.5342,-0.0417,0.2332,1,1,5,5,5,-0.2342,655.797,691.284,693.719,671.707,750.066,694.116,673.484,676.185,677.706,692.68,687.6744,"6","high"
"3912","38000272","38005629",10,1,0,2,-0.2138,6,-0.4624,-1.228,-0.9286,0.1033,-1.0693,-0.579,0.2087,0.3039,-0.5672,0.2874,0.3226,-0.7037,2,3,3,7,7,0.0529,635.578,626.161,654.85,640.844,638.432,622.371,658.552,583.833,637.909,612.95,631.148,"5","high"
"3913","38000075","38005631",10,0,0,3,0.1542,5,-0.4624,1.3585,-0.9734,-0.0541,0.8211,-0.7867,-0.4991,-0.7388,-1.0752,-0.1135,-0.2011,-0.2685,2,3,9,5,9,0.0439,567.9,562.169,564.652,563.568,535.242,573.597,548.076,515.591,525.984,550.105,550.6884,"4","medium"
"3914","38000019","38005632",9,0,NA,3,-0.2873,6,-0.4624,-1.228,2.2967,0.4566,-1.0693,-0.7303,-0.0025,0.6644,0.5517,-0.0455,0.5239,-0.2993,3,3,3,3,3,-1.8198,305.044,308.798,346.373,324.81,254.963,317.526,333.193,357.575,326.993,337.489,321.2764,"1b","low"
"3915","38000260","38005634",10,0,1,1,-1.0855,6,-0.4624,0.7296,-0.8363,-0.92,-1.7015,-0.264,-0.9639,-0.5942,-1.1285,0.5148,0.09,-0.8727,3,3,3,5,5,-0.6122,377.043,400.552,397.822,389.399,429.202,413.248,381.058,421.173,388.481,406.158,400.4136,"1a","low"
"3916","38000247","38005635",10,0,0,4,-0.493,6,-0.4624,-0.3264,0.3316,-0.3757,-0.3322,0.3003,-0.2222,-0.4071,-1.1798,0.2391,0.0952,-0.1043,2,5,9,7,9,1.0496,542.448,543.089,507.748,539.888,544.107,530.396,547.39,542.97,534.632,528.566,536.1234,"3","medium"
"3917","38000190","38005636",10,1,0,1,0.1169,6,-0.4624,-0.3264,0.5639,1.1932,1.5558,1.5049,1.0058,0.6832,1.0977,-0.0236,-0.6502,0.3354,1,4,5,5,5,-0.4288,495.107,552.698,529.288,529.981,525.364,535.913,541.849,529.671,570.916,562.965,537.3752,"3","medium"
"3918","38000005","38005637",10,0,0,4,-0.1076,6,-0.4624,0.8626,-0.4854,-0.6118,0.4357,1.6565,1.6381,-0.8922,-0.7213,0.0821,0.6731,-0.7295,1,2,4,3,4,-0.2218,583.929,582.535,588.674,588.806,631.301,555.07,595.479,578.399,602.489,593.08,589.9762,"4","medium"
"3919","38000130","38005639",10,1,0,1,-0.8983,4,-0.4624,0.5238,-0.4814,0.3843,-1.0693,-1.2057,0.4435,-0.8233,-1.7513,-1.0062,-3.4793,-1.3805,1,4,3,5,5,-1.0841,427.596,468.932,461.391,479.085,392.098,416.451,462.512,429.545,406.255,476.722,442.0587,"2","low"
"3920","38000045","38005640",10,0,0,1,-0.2001,6,-0.4624,-1.228,-1.1917,-0.4792,-1.0693,-1.1706,-0.7971,-0.2735,4.2851,2.4731,3.6182,0.0703,1,1,3,5,5,-0.5172,461.361,469.012,502.509,453.51,494.105,459.233,492.786,452.955,488.33,452.219,472.602,"2","low"
"3921","38000004","38005641",10,0,0,4,-0.4196,6,1.793,0.551,-0.6314,-0.5571,-0.3322,-0.0051,-0.9526,0.1811,0.2074,-0.7193,-0.6546,0.2278,1,2,9,9,9,0.6291,564.45,531.956,538.05,556.053,530.652,537.518,538.995,556.605,542.155,531.489,542.7923,"3","medium"
"3922","38000161","38005643",11,1,0,5,-0.3494,6,-0.4624,0.0198,-0.6314,-1.1059,-0.1002,0.226,-0.5016,-0.8147,-1.4638,-0.6822,0.1739,-0.5053,1,1,2,7,7,0.3228,404.754,394.237,400.727,390.071,426.015,388.468,414.309,387.012,407.139,378.031,399.0763,"1a","low"
"3923","38000218","38005644",10,1,0,5,-0.1333,6,-0.4624,-1.228,-0.5964,-0.4295,0.4357,-0.1012,-0.0738,-0.3619,-0.2187,0.5494,0.473,-0.8946,2,6,9,9,9,0.9072,553.475,529.368,519.298,572.363,601.842,564.024,565.369,507.136,523.904,515.908,545.2687,"4","medium"
"3924","38000134","38005650",10,1,0,5,-0.4774,6,0.8125,-1.228,0.5096,0.167,-1.3627,0.9876,-0.0449,-0.4815,-0.4144,-0.8347,-0.8063,-0.4891,3,4,8,3,8,-0.8056,437.207,453.085,478.183,457.921,487.992,458.599,448.457,463.444,458.979,462.502,460.6369,"2","low"
"3925","38000128","38005651",10,1,1,1,-0.1986,6,0.4017,0.0962,-0.3128,0.3306,-0.1002,-0.227,0.0544,-0.0787,-0.041,0.7839,0.0246,0.073,6,5,9,10,10,1.3097,515.129,502.568,508.14,556.795,543.704,542.398,554.313,489.25,552.64,526.334,529.1271,"3","medium"
"3926","38000006","38005652",10,1,0,2,0.148,3,-0.4624,0.4829,-0.2482,0.0479,1.5558,0.4504,-0.3828,0.4849,0.5559,0.0025,-0.5274,-0.5363,3,3,8,7,8,0.859,401.535,464.206,398.72,424.569,407.489,425.473,410.404,424.107,362.23,403.497,412.223,"1a","low"
"3927","38000322","38005653",10,1,0,2,0.3623,6,-0.4624,-1.228,-0.3128,-0.0879,1.5558,0.1585,0.5243,0.1197,0.2104,0.3454,-0.8543,0.2915,2,4,9,9,9,0.5516,487.189,462.737,498.735,438.981,430.842,464.333,443.902,501.673,448.171,498.08,467.4643,"2","low"
"3928","38000328","38005656",9,0,1,4,0.1229,6,0.8125,1.7318,0.2442,-0.6037,-0.3322,NA,-0.6649,-0.4233,-1.2524,-0.1262,0.1517,0.2067,1,2,5,NA,5,-1.5583,511.041,505.19,474.51,441.93,505.792,510.264,494.043,485.916,476.594,472.583,487.7863,"3","medium"
"3929","38000242","38005657",10,1,0,1,-0.3878,6,1.324,0.137,-0.1985,-0.127,-1.7015,-0.6133,0.1628,-1.1445,-0.4789,-0.2624,0.2066,-0.6353,2,3,9,5,9,-0.0299,473.104,482.116,478.49,435.196,491.821,487.315,498.961,434.164,461.278,498.054,474.0499,"2","low"
"3930","38000346","38005658",10,1,0,3,0.3623,6,0.4017,-1.228,2.7474,0.4566,1.5558,NA,-0.2408,-0.07,1.515,-0.0213,-0.2293,0.567,1,4,7,7,7,-0.588,348.986,329.229,389.316,364.1,399.627,362.268,390.516,337.266,360.418,347.457,362.9183,"1a","low"
"3931","38000345","38005659",10,1,1,1,NA,6,-0.4624,-1.228,-0.1361,-5.1283,1.5558,0.1537,0.017,0.0898,-0.3352,0.1623,0.5127,-0.015,2,4,10,7,10,-0.2343,574.016,556.369,540.711,567.268,545.948,549.002,531.021,535.976,548.827,576.669,552.5807,"4","medium"
"3932","38000284","38005660",11,1,0,2,1.0741,6,-0.4624,-1.228,0.1832,-0.6433,0.1475,0.184,1.2808,1.2256,0.4809,-0.3558,-0.01,2.2554,1,3,9,7,9,1.2539,631.241,586.774,592.035,603.641,593.834,556.151,579.807,581.835,530.617,598.016,585.3951,"4","medium"
"3933","38000105","38005661",10,1,0,2,-0.5303,6,0.4017,0.3952,-0.7909,0.4201,-1.7015,-0.5591,-1.1741,-0.0464,-0.009,-1.1351,-2.1552,0.4997,2,3,7,6,7,0.7582,592.543,572.698,637.848,557.552,593.73,615.283,589.297,635.722,588.185,590.67,597.3528,"4","medium"
"3934","38000143","38005662",9,1,2,2,0.4427,6,-0.4624,-0.1879,1.4416,0.8689,1.5558,-2.0823,-0.1026,-0.884,0.0594,1.102,-0.2006,-1.3164,2,4,5,5,5,-1.5875,344.456,322.27,338.188,350.576,360.88,322.163,365.298,350.585,368.912,367.177,349.0505,"1b","low"
"3935","38000008","38005663",10,1,0,4,0.9524,6,1.793,-1.228,2.1143,0.6392,0.8211,-0.3293,-0.6399,0.6888,0.207,-1.9991,-0.6129,0.1044,1,3,7,6,7,-0.4569,264.631,235.858,263.73,238.649,224.162,238.654,252.462,235.957,289.485,218.527,246.2115,"1c","low"
"3936","38000140","38005664",9,1,2,4,0.0498,6,-0.4624,-0.267,-0.4901,-0.0957,-0.1002,-0.8872,-0.5447,-0.3121,0.2153,0.031,-0.6944,-0.995,3,3,2,5,5,-1.4317,535.397,525.122,516.754,531.905,506.33,507.811,500.642,523.494,503.402,509.925,516.0782,"3","medium"
"3937","38000176","38005670",10,1,0,1,-0.7043,6,0.8125,0.654,-1.0095,-1.2203,1.5558,NA,-0.6599,-1.0344,-0.897,-0.4123,-0.1376,0.4173,1,2,9,7,9,0.7108,406.815,445.27,419.107,385.232,431.758,379.64,434.48,395.826,414.378,390.982,410.3488,"1a","low"
"3938","38000036","38005672",10,0,0,4,2.8889,6,-0.4624,0.8623,-0.8774,1.447,-2.9095,1.7309,-0.0108,-0.2382,NA,NA,4.999,NA,2,2,7,3,7,-0.4287,394.613,429.652,443.292,428.526,408.092,371.274,430.367,441.047,430.021,438.857,421.5741,"2","low"
"3939","38000318","38005673",10,0,0,4,-0.1177,6,-0.4624,1.0137,1.1073,0.021,-0.5635,0.221,0.2873,-0.3937,0.245,0.608,0.3578,0.3288,1,1,5,5,5,-0.0271,599.958,606.756,588.5,641.348,597.687,592.354,593.577,563.382,592.766,626.763,600.3091,"4","medium"
"3940","38000138","38005675",10,0,0,6,1.9474,0,0.8125,0.4679,-0.5263,-0.0665,-0.8059,-0.5912,-0.7591,-0.3565,0.2202,-0.2925,0.798,-0.5353,2,3,9,3,9,-0.0691,409.936,466.506,452.55,482.048,486.984,423.113,456.587,428.566,458.343,395.538,446.0171,"2","low"
"3941","38000322","38005676",10,0,0,6,-1.0009,5,-0.4624,-1.228,0.7356,-0.3827,0.1475,-0.6575,0.3477,-1.5141,-0.7948,0.3675,0.0944,-0.6187,2,5,10,10,10,-0.3922,462.254,416.592,440.777,426.742,379.737,445.382,479.657,462.088,397.64,419.793,433.0662,"2","low"
"3942","38000309","38005677",10,0,0,1,2.0204,6,1.4434,-0.5168,-0.3398,-0.988,-1.0693,1.7166,1.8369,-0.8019,-1.1865,-0.0978,0.1268,NA,1,1,5,3,5,-0.8759,372.151,349.937,345.129,375.603,372.319,386.521,362.325,381.639,419.724,397.871,376.3219,"1a","low"
"3943","38000187","38005678",10,1,NA,5,-0.5828,6,0.8125,0.5504,-0.7582,-1.3126,-2.1346,0.7469,0.538,1.0002,-0.4389,-1.1398,-2.5141,0.5596,2,6,3,3,3,-1.222,460.186,490.696,491.264,480.346,451.108,425.82,528.151,452.006,479.448,440.049,469.9074,"2","low"
"3944","38000213","38005679",10,1,0,4,-0.2606,6,1.4434,-1.228,0.7639,4.1925,0.1475,-0.1291,-0.019,-0.4056,-0.2223,0.3984,-0.4832,-0.0778,2,3,7,7,7,0.1402,461.831,456.928,459.875,501.625,425.355,500.339,498.647,462.443,467.66,438.526,467.3229,"2","low"
"3945","38000221","38005680",10,0,0,6,2.8889,1,-0.4624,-1.228,2.7474,0.6128,1.5558,0.3511,1.4305,0.3022,0.9932,0.7225,-0.1511,-0.6282,2,3,7,7,7,-0.2625,560.591,532.769,576.181,569.062,519.115,514.585,540.53,575.127,546.266,554.922,548.9148,"4","medium"
"3946","38000060","38005681",10,1,0,3,-0.0718,6,-0.4624,-1.228,0.492,-0.0112,-0.3322,-1.2018,0.3111,-0.3786,-0.0186,1.1608,1.7245,0.4701,1,1,9,9,9,0.9835,619.81,533.108,589.708,574.551,575.384,583.61,590.081,592.465,559.724,553.178,577.1619,"4","medium"
"3947","38000024","38005682",10,0,0,1,0.1667,6,-0.4624,-0.4588,0.1436,-0.6075,1.5558,-0.9424,-0.5124,0.195,0.6641,-0.4987,1.0579,0.1417,1,2,6,8,8,0.5555,552.793,510.409,481.912,568.119,600.838,548.549,535.007,567.6,547.22,551.045,546.3492,"4","medium"
"3948","38000117","38005683",10,1,1,1,-0.3824,5,-0.4624,0.3952,0.0097,-0.6051,-1.0693,-0.8917,-0.8704,-0.6871,-0.2414,-0.3132,-1.072,-0.7702,4,5,2,5,5,-1.0285,478.413,435.654,432.871,454.153,432.946,413.046,434.829,447.491,437.139,416.428,438.297,"2","low"
"3949","38000230","38005684",10,0,0,4,-0.5872,6,-0.4624,0.2365,-0.338,-0.2918,-0.3322,-0.3393,0.2708,-0.0904,-0.8075,0.3071,0.6783,-0.1145,3,6,3,3,3,-1.8325,393.934,434.571,411.116,420.876,412.368,454.75,428.72,436.444,425.947,487.928,430.6654,"2","low"
"3950","38000038","38005685",10,1,0,1,0.1515,6,-0.4624,-0.267,0.5453,1.0594,-0.1002,-0.27,-0.036,-1.3769,-0.6411,-0.1123,-0.5448,0.0666,1,6,7,7,7,0.2525,436.926,437.787,472.184,485.41,414.598,474.745,518.1,469.471,487.197,457.191,465.3609,"2","low"
"3951","38000300","38005687",10,1,0,5,-0.6143,6,-0.4624,-1.228,0.7356,0.8104,1.5558,0.4501,NA,0.5669,0.8005,0.0722,0.0872,-0.6361,1,2,5,7,7,-0.551,506.966,517.175,538.537,553.451,546.393,608.525,544.265,536.133,531.738,550.684,543.3867,"3","medium"
"3952","38000247","38005688",10,1,1,1,0.3623,6,-0.4624,-1.228,-0.5763,0.2411,-2.9095,-0.1192,0.858,0.3827,0.7565,-1.0015,-0.9073,-0.137,2,5,5,8,8,-0.0065,427.416,371.34,394.945,416.847,447.555,442.527,428.098,416.59,444.981,413.21,420.3509,"2","low"
"3953","38000290","38005690",10,1,0,1,-0.1076,6,0.4017,-1.228,-0.7485,-0.8324,-0.1002,-0.7569,-0.7023,0.4885,-0.9877,-2.4875,-3.053,-0.5895,3,3,5,9,9,-0.6541,345.675,389.015,402.672,340.286,321.852,359.155,338.914,378.961,339.559,342.696,355.8785,"1b","low"
"3954","38000292","38005691",10,1,0,1,-0.5427,6,-0.4624,-0.267,-0.0092,2.0404,-1.0693,-0.4187,-0.0745,0.1476,0.0418,1.2297,-0.0042,-0.0537,2,6,7,3,7,-0.699,354.726,401.024,327.633,352.177,436.017,438.927,393.024,372.272,467.761,371.968,391.5529,"1a","low"
"3955","38000122","38005694",10,0,0,5,0.3623,6,-0.4624,-1.228,-0.3397,0.3171,0.1475,1.7888,-0.4544,-0.4318,0.0759,-0.0371,-0.3678,-0.1134,2,3,5,6,6,-1.0115,411.011,384.801,407.692,441.915,428.298,406.722,411.365,454.136,369.987,445.501,416.1428,"1a","low"
"3956","38000229","38005695",10,1,0,3,-0.4764,6,1.793,-1.228,0.1436,0.7589,-0.8059,-0.1481,-0.8531,-0.1839,-1.057,-3.6226,-4.2505,-1.6797,2,3,8,7,8,0.8305,483.843,522.207,515.214,537.257,518.341,467.535,547.028,455.083,530.676,478.203,505.5387,"3","medium"
"3957","38000237","38005696",10,0,0,2,-0.9684,6,-0.4624,0.4965,-1.0375,0.1646,0.1475,-0.8083,-1.6185,0.6497,-0.0832,0.1581,-0.7375,-1.2568,1,1,5,5,5,0.062,457.876,521.081,523.619,480.449,480.139,474.677,452.45,466.246,498.162,450.676,480.5375,"2","low"
"3958","38000307","38005697",10,1,1,4,-0.6614,5,-0.4624,0.2988,-1.271,0.2384,-1.0693,-1.0623,-0.2483,-1.8357,-0.1956,-0.1137,-0.73,-0.4989,1,3,3,2,3,-1.9348,487.438,496.593,497.102,458.035,487.897,531.062,433.216,512.913,553.585,501.906,495.9747,"3","medium"
"3959","38000228","38005698",10,0,0,4,0.1257,6,0.4017,1.1115,0.3492,-0.2679,1.5558,-0.0438,-1.3046,0.3884,0.5667,-0.133,0.738,-1.9978,1,1,8,3,8,0.255,437.006,411.297,455.042,442.953,396.857,440.794,441.995,439.853,373.696,428.822,426.8315,"2","low"
"3960","38000148","38005699",10,1,0,4,0.3623,6,0.4017,0.1361,-0.7711,0.9097,1.5558,-0.9545,0.2938,-0.2236,3.5532,0.3387,-1.1455,0.8804,1,3,7,7,7,0.5636,582.41,584.869,628.47,615.451,590.825,576.905,582.932,598.816,554.203,556.514,587.1395,"4","medium"
"3961","38000294","38005701",10,0,0,2,-1.8573,6,-0.4624,-1.228,-0.4839,-0.3598,-1.7015,-1.0015,-0.9396,0.2677,-0.7315,-0.0081,0.1527,-0.5768,3,5,9,10,10,1.0367,620.729,618.398,642.233,653.607,630.348,615.773,658.945,652.309,642.791,665.373,640.0506,"5","high"
"3962","38000096","38005704",9,0,0,4,0.6353,6,-0.4624,-1.228,2.1143,NA,1.5558,0.3475,NA,NA,1.2633,NA,0.675,NA,NA,NA,8,8,8,0.6682,380.619,398.587,342.979,367.138,309.986,411.886,365.161,402.208,389.524,332.472,370.056,"1a","low"
"3963","38000181","38005705",10,0,2,4,0.3623,6,-0.4624,-1.228,-0.9555,-0.4806,1.5558,1.8803,-0.1508,-0.1761,-0.8538,0.4316,0.7681,-1.3778,1,2,8,7,8,-0.2585,408.345,374.248,434.314,400.267,431.262,397.795,413.478,407.971,437.597,381.597,408.6874,"1a","low"
"3964","38000287","38005706",10,1,0,3,0.9323,6,-0.4624,-0.391,0.5096,0.3518,0.4357,-0.0263,1.4218,-0.7639,0.2162,-0.2632,-0.9569,0.5197,2,3,3,6,6,-0.589,582.725,538.725,560.867,509.903,582.587,523.298,537.972,542.108,540.618,568.74,548.7543,"4","medium"
"3965","38000212","38005707",11,0,0,3,0.0498,6,-0.4624,-0.4588,1.1471,0.0236,-0.1002,-0.2475,1.595,0.4119,-0.1921,1.1062,0.6653,0.5342,3,4,5,9,9,1.0813,579.251,623.814,600.484,664.452,607.816,598.934,624.635,591.647,606.872,581.379,607.9284,"5","high"
"3966","38000046","38005709",10,0,0,5,0.3623,6,0.4017,0.4829,-1.1909,2.2333,1.5558,-1.0772,-0.3329,-0.0271,-0.275,-0.2866,1.143,3.3035,1,1,8,3,8,0.7602,443.042,423.412,476.376,455.545,457.787,481.413,431.757,489.295,446.177,488.853,459.3657,"2","low"
"3967","38000042","38005711",10,0,0,3,-1.0563,6,-0.4624,0.3367,0.063,-0.3264,-0.1002,1.685,0.7504,0.738,-0.0974,0.1228,-0.1427,1.229,1,3,NA,NA,NA,NA,471.932,546.534,527.341,553.278,508.93,537.058,543.287,517.657,532.417,542.508,528.0942,"3","medium"
"3968","38000190","38005712",10,0,0,5,0.3623,6,-0.4624,-0.267,0.0646,0.499,-0.5635,0.0704,0.125,0.4298,0.2558,0.6527,0.9951,-0.1029,2,4,7,6,7,0.3605,555.804,554.869,565.412,581.334,539.36,549.825,599.372,549.091,591.999,571.499,565.8565,"4","medium"
"3969","38000078","38005716",10,1,0,2,-0.7862,6,-0.4624,-1.228,-1.1086,1.7758,-0.8059,0.2801,-0.4201,-1.6938,0.1233,-0.1671,-0.7347,-0.333,4,6,3,4,4,-0.3245,384.35,414.314,428.146,454.77,421.622,402.317,421.596,422.645,433.873,436.034,421.9667,"2","low"
"3970","38000150","38005717",10,0,0,4,0.1515,1,-0.4624,-1.228,1.0846,-0.2616,-0.3322,1.6371,2.3272,1.1163,-0.2976,0.0331,5.2004,0.7898,1,2,8,5,8,1.5616,625.183,626.421,575.435,602.359,587.914,558.108,588.848,542.93,583.686,620.554,591.1438,"4","medium"
"3971","38000203","38005719",10,0,0,3,-0.0595,6,-0.4624,-1.228,2.1143,-0.8067,-0.8059,-0.4289,0.1671,-0.3225,-0.9348,-0.9745,-0.1121,-1.1823,3,5,10,10,10,0.8447,395.697,356.081,377.644,369.712,422.559,326.317,367.683,377.9,342.227,387.98,372.38,"1a","low"
"3972","38000140","38005721",10,0,0,1,-2.8028,6,3.0521,1.345,0.3492,-0.3237,1.5558,-0.7383,-1.7677,0.8047,-3.7408,NA,0.5453,0.1624,1,2,5,3,5,0.7859,492.103,512.68,472.236,469.026,489.145,525.614,540.233,507.641,506.243,497.708,501.2629,"3","medium"
"3973","38000210","38005723",10,0,0,6,-0.8052,0,-0.4624,-1.228,-0.934,-1.7383,-0.5635,-1.2639,-1.8265,0.1116,-6.4618,-2.4483,2.9274,0.9065,1,5,7,7,7,-0.6997,497.139,489.17,462.188,439.541,458.072,440.543,506.816,502.72,433.072,478.064,470.7325,"2","low"
"3974","38000164","38005724",10,1,0,6,-0.5753,0,0.4017,-1.228,-0.471,-0.0143,-1.3627,1.5504,0.843,0.3402,-0.8045,-2.0241,-2.0533,-1.0855,6,6,10,7,10,1.0198,575.999,530.78,524.199,531.318,498.747,514.5,517.823,508.151,534.539,512.577,524.8633,"3","medium"
